"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN","year","month","day"
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-04-14",10.9,7.5,14.4,0.6,1982,4,14
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-04-15",0.3,4.7,8.3,1.1,1982,4,15
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-04-16",0,3.9,10,-2.2,1982,4,16
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-04-17",0,8.9,15,2.8,1982,4,17
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-04-18",0,6.4,12.8,0,1982,4,18
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-04-19",0.3,2.75,8.3,-2.8,1982,4,19
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-04-20",0,5,12.2,-2.2,1982,4,20
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-04-21",0,9.15,17.2,1.1,1982,4,21
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-04-22",0,13.35,22.8,3.9,1982,4,22
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-04-23",0,16.4,26.7,6.1,1982,4,23
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-04-24",0,12.2,22.2,2.2,1982,4,24
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-04-25",0,8.35,15.6,1.1,1982,4,25
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-04-26",0,9.75,17.8,1.7,1982,4,26
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-04-27",0,11.95,20,3.9,1982,4,27
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-04-28",5.1,14.45,21.1,7.8,1982,4,28
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-04-29",0.5,8.3,14.4,2.2,1982,4,29
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-04-30",0,8.9,15,2.8,1982,4,30
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-01",0,14.2,22.8,5.6,1982,5,1
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-02",0,13.05,21.1,5,1982,5,2
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-03",4.6,12.25,18.9,5.6,1982,5,3
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-04",4.6,7.2,12.2,2.2,1982,5,4
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-05",0,5.8,13.3,-1.7,1982,5,5
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-06",0,10.3,16.7,3.9,1982,5,6
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-07",0,15.55,21.7,9.4,1982,5,7
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-08",0,10.3,16.7,3.9,1982,5,8
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-09",0,10.6,15.6,5.6,1982,5,9
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-10",0,11.35,19.4,3.3,1982,5,10
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-11",0,10.55,18.9,2.2,1982,5,11
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-12",0,14.15,21.1,7.2,1982,5,12
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-13",0,11.95,20,3.9,1982,5,13
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-14",0,15.85,21.7,10,1982,5,14
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-15",0.8,16.95,22.8,11.1,1982,5,15
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-16",0,17.25,25.6,8.9,1982,5,16
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-17",0,19.45,27.8,11.1,1982,5,17
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-18",0,10.25,14.4,6.1,1982,5,18
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-19",0,10,15.6,4.4,1982,5,19
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-20",0,14.45,21.7,7.2,1982,5,20
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-21",0,17.2,26.1,8.3,1982,5,21
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-22",0,19.15,28.3,10,1982,5,22
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-23",0.5,14.45,23.3,5.6,1982,5,23
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-24",0,15,21.1,8.9,1982,5,24
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-25",0,20.25,29.4,11.1,1982,5,25
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-26",0,17.75,27.2,8.3,1982,5,26
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-27",0,10.85,16.1,5.6,1982,5,27
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-28",2,11.7,16.7,6.7,1982,5,28
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-29",0,12.75,19.4,6.1,1982,5,29
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-30",0,12.5,22.2,2.8,1982,5,30
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-05-31",0,15.55,24.4,6.7,1982,5,31
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-01",7.6,16.95,27.2,6.7,1982,6,1
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-02",3.6,13.6,19.4,7.8,1982,6,2
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-03",3.3,15.85,23.9,7.8,1982,6,3
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-04",0,13.35,21.1,5.6,1982,6,4
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-05",0.5,11.4,15,7.8,1982,6,5
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-06",0,11.95,18.3,5.6,1982,6,6
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-07",0,10.85,17.8,3.9,1982,6,7
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-08",0,11.65,20,3.3,1982,6,8
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-09",0,16.95,25.6,8.3,1982,6,9
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-10",0,21.1,29.4,12.8,1982,6,10
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-11",0,23.35,32.8,13.9,1982,6,11
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-12",0,23.6,33.3,13.9,1982,6,12
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-13",3,17.5,22.8,12.2,1982,6,13
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-14",1.8,16.65,21.1,12.2,1982,6,14
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-15",0,21.35,29.4,13.3,1982,6,15
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-16",0,23.6,32.2,15,1982,6,16
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-17",0,21.65,32.2,11.1,1982,6,17
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-18",0,21.9,34.4,9.4,1982,6,18
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-19",0,24.15,35,13.3,1982,6,19
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-20",0,25.55,33.9,17.2,1982,6,20
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-21",0,28.3,37.2,19.4,1982,6,21
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-22",0,22.25,28.9,15.6,1982,6,22
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-23",0,21.7,31.7,11.7,1982,6,23
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-24",0,23.6,33.3,13.9,1982,6,24
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-25",0,23.05,31.7,14.4,1982,6,25
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-26",2.5,24.15,33.3,15,1982,6,26
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-27",5.6,19.15,25,13.3,1982,6,27
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-28",1.8,13.9,15,12.8,1982,6,28
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-29",2.3,15.3,20,10.6,1982,6,29
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-06-30",0,17.5,NA,NA,1982,6,30
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-01",3.8,19.7,26.1,13.3,1982,7,1
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-02",4.6,16.65,22.2,11.1,1982,7,2
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-03",4.6,18.05,25,11.1,1982,7,3
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-04",0,14.45,21.1,7.8,1982,7,4
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-05",0,16.65,21.1,12.2,1982,7,5
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-06",0,15,22.8,7.2,1982,7,6
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-07",6.4,21.1,28.9,13.3,1982,7,7
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-08",0,18.35,25.6,11.1,1982,7,8
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-09",0,18.05,26.7,9.4,1982,7,9
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-10",0,20.55,29.4,11.7,1982,7,10
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-11",0,24.15,32.2,16.1,1982,7,11
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-12",0,25.55,35,16.1,1982,7,12
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-13",0,24.4,34.4,14.4,1982,7,13
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-14",1.8,22.5,31.1,13.9,1982,7,14
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-15",0,15.55,21.7,9.4,1982,7,15
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-16",3.6,13.6,18.9,8.3,1982,7,16
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-17",0,16.4,25,7.8,1982,7,17
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-18",0,21.1,31.1,11.1,1982,7,18
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-19",0,21.65,31.1,12.2,1982,7,19
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-20",0,24.2,31.7,16.7,1982,7,20
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-21",0,25,33.3,16.7,1982,7,21
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-22",0,16.95,28.3,5.6,1982,7,22
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-23",0,18.3,28.3,8.3,1982,7,23
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-24",0,20.85,31.7,10,1982,7,24
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-25",0,23.9,35,12.8,1982,7,25
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-26",0,28.35,37.8,18.9,1982,7,26
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-27",0,25.85,37.8,13.9,1982,7,27
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-28",0,27.5,37.8,17.2,1982,7,28
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-29",0,28.9,40,17.8,1982,7,29
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-30",0,31.4,40.6,22.2,1982,7,30
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-07-31",0,26.1,37.2,15,1982,7,31
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-01",0,22.2,31.1,13.3,1982,8,1
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-02",0,17.5,23.9,11.1,1982,8,2
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-03",1.3,18.35,23.9,12.8,1982,8,3
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-04",0,18.05,24.4,11.7,1982,8,4
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-05",0,18.6,27.2,10,1982,8,5
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-06",0,21.95,31.1,12.8,1982,8,6
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-07",0,25.55,36.1,15,1982,8,7
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-08",0,29.15,40,18.3,1982,8,8
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-09",0,22.75,29.4,16.1,1982,8,9
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-10",5.3,24.75,35.6,13.9,1982,8,10
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-11",0,17.5,23.9,11.1,1982,8,11
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-12",0,18.9,25,12.8,1982,8,12
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-13",0,19.45,26.1,12.8,1982,8,13
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-14",0.5,20.3,27.8,12.8,1982,8,14
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-15",2.8,16.65,22.2,11.1,1982,8,15
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-16",0,20,28.3,11.7,1982,8,16
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-17",0,20,29.4,10.6,1982,8,17
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-18",0,21.15,30.6,11.7,1982,8,18
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-19",0,23.9,33.9,13.9,1982,8,19
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-20",0,28.6,38.9,18.3,1982,8,20
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-21",0,26.95,37.2,16.7,1982,8,21
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-22",0,24.15,34.4,13.9,1982,8,22
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-23",0,21.95,32.8,11.1,1982,8,23
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-24",0,22.5,33.3,11.7,1982,8,24
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-25",0,23.05,35,11.1,1982,8,25
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-26",0,25,35,15,1982,8,26
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-27",0,21.4,30.6,12.2,1982,8,27
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-28",0,20.8,29.4,12.2,1982,8,28
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-29",0,20.85,27.8,13.9,1982,8,29
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-30",3,18.6,23.9,13.3,1982,8,30
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-08-31",0,15,22.8,7.2,1982,8,31
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-09-01",0,17.5,23.9,11.1,1982,9,1
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-09-02",0,22.2,32.2,12.2,1982,9,2
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-09-03",0,23.9,33.9,13.9,1982,9,3
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-09-04",1.8,21.7,30.6,12.8,1982,9,4
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-09-05",0,15.85,23.9,7.8,1982,9,5
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-09-06",0,18.85,29.4,8.3,1982,9,6
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-09-07",0,18.85,28.3,9.4,1982,9,7
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-09-08",0,21.1,31.1,11.1,1982,9,8
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-09-09",0,19.75,28.9,10.6,1982,9,9
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-09-10",14,17.5,26.7,8.3,1982,9,10
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-09-11",0,10.3,16.7,3.9,1982,9,11
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-09-12",2.8,11.35,14.4,8.3,1982,9,12
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-09-13",2.5,11.95,18.9,5,1982,9,13
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-09-14",0,12.8,20,5.6,1982,9,14
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-09-15",0,10.3,20,0.6,1982,9,15
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-09-16",0,12.25,21.7,2.8,1982,9,16
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-09-17",0,15.6,25.6,5.6,1982,9,17
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-09-18",0,17.8,27.8,7.8,1982,9,18
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-09-19",0,21.95,31.1,12.8,1982,9,19
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-09-20",2,18.05,26.1,10,1982,9,20
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-09-21",0,15.25,21.1,9.4,1982,9,21
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-09-22",0,13.9,22.2,5.6,1982,9,22
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1982-09-23",0,16.4,25.6,7.2,1982,9,23
